Entity,Code,Year,Coal production - TWh,Oil production - TWh,Gas production - TWh
Ecuador,ECU,2009,,303.71646,
Ecuador,ECU,2010,,303.7297,
Ecuador,ECU,2011,,311.79193,
Ecuador,ECU,2012,,315.15106,
Ecuador,ECU,2013,,328.46353,
Ecuador,ECU,2014,,346.92267,
Ecuador,ECU,2015,,338.5331,
Ecuador,ECU,2016,,342.77148,
Ecuador,ECU,2017,,331.18875,
Ecuador,ECU,2018,,322.4165,
Ecuador,ECU,2019,,330.99576,
Ecuador,ECU,2020,,299.63,
Ecuador,ECU,2021,,294.76086,
Ecuador,ECU,2022,,299.7995,
Egypt,EGY,1965,,75.33914,
Egypt,EGY,1966,,72.76891,
Egypt,EGY,1967,,64.90703,
Egypt,EGY,1968,,99.7505,
Egypt,EGY,1969,,142.99084,
Egypt,EGY,1970,,190.77852,0.81812495
Egypt,EGY,1971,,173.89175,0.81812495
Egypt,EGY,1972,,124.67361,0.683375
Egypt,EGY,1973,,98.61077,0.548625
Egypt,EGY,1974,,86.67839,0.5775
Egypt,EGY,1975,,136.46643,0.48125
Egypt,EGY,1976,,193.17432,3.6575
Egypt,EGY,1977,,243.067,4.4275
Egypt,EGY,1978,,292.95972,7.1225
Egypt,EGY,1979,,304.0082,10.78
Egypt,EGY,1980,,346.3414,20.9825
Egypt,EGY,1981,,373.92776,23.484999
Egypt,EGY,1982,,387.4418,25.69875
Egypt,EGY,1983,,423.6809,30.12625
Egypt,EGY,1984,,486.55267,38.692497
Egypt,EGY,1985,,524.1292,47.45125
Egypt,EGY,1986,,478.40002,54.67
Egypt,EGY,1987,,537.87585,60.445
Egypt,EGY,1988,,514.44147,66.604996
Egypt,EGY,1989,,517.77924,74.4975
Egypt,EGY,1990,,529.1534,77.67375
Egypt,EGY,1991,,528.21136,87.395004
Egypt,EGY,1992,,534.80554,94.5175
Egypt,EGY,1993,,552.739,108.666245
Egypt,EGY,1994,,540.76013,116.4625
Egypt,EGY,1995,,541.8185,120.31249
Egypt,EGY,1996,,524.28046,128.0125
Egypt,EGY,1997,,509.30096,130.9
Egypt,EGY,1998,,499.64807,134.75
Egypt,EGY,1999,,481.02844,161.7
Egypt,EGY,2000,,452.60547,202.12498
Egypt,EGY,2001,,437.2891,242.54999
Egypt,EGY,2002,,433.1078,262.7625
Egypt,EGY,2003,,431.15292,289.7125
Egypt,EGY,2004,,405.19684,317.625
Egypt,EGY,2005,,385.7355,409.0625
Egypt,EGY,2006,,385.67053,526.4875
Egypt,EGY,2007,,393.21033,536.01624
Egypt,EGY,2008,,403.03033,567.5862
Egypt,EGY,2009,,410.0738,603.39124
Egypt,EGY,2010,,407.3989,590.20496
Egypt,EGY,2011,,402.38626,591.43274
Egypt,EGY,2012,,403.86438,585.9818
Egypt,EGY,2013,,399.61905,539.6484
Egypt,EGY,2014,,408.6805,469.61047
Egypt,EGY,2015,,412.06253,425.90625
Egypt,EGY,2016,,393.50104,402.5175
Egypt,EGY,2017,,374.23016,488.12646
Egypt,EGY,2018,,381.97574,585.58325
Egypt,EGY,2019,,369.97357,649.38696
Egypt,EGY,2020,,361.30188,584.65436
Egypt,EGY,2021,,344.26385,677.9943
Egypt,EGY,2022,,347.97958,644.88184
Equatorial Guinea,GNQ,1992,,1.1551099,
Equatorial Guinea,GNQ,1993,,2.8798847,
Equatorial Guinea,GNQ,1994,,2.8798847,
Equatorial Guinea,GNQ,1995,,4.031839,
Equatorial Guinea,GNQ,1996,,9.818435,
Equatorial Guinea,GNQ,1997,,34.558617,
Equatorial Guinea,GNQ,1998,,47.806084,
Equatorial Guinea,GNQ,1999,,57.597694,
Equatorial Guinea,GNQ,2000,,66.25601,
Equatorial Guinea,GNQ,2001,,108.799065,
Equatorial Guinea,GNQ,2002,,129.11417,
Equatorial Guinea,GNQ,2003,,147.95903,
Equatorial Guinea,GNQ,2004,,192.61258,
Equatorial Guinea,GNQ,2005,,203.15892,
Equatorial Guinea,GNQ,2006,,200.56955,
Equatorial Guinea,GNQ,2007,,206.19717,
Equatorial Guinea,GNQ,2008,,204.46303,
Equatorial Guinea,GNQ,2009,,181.91013,
Equatorial Guinea,GNQ,2010,,168.11339,
Equatorial Guinea,GNQ,2011,,164.84421,
Equatorial Guinea,GNQ,2012,,176.3504,
Equatorial Guinea,GNQ,2013,,153.92014,
Equatorial Guinea,GNQ,2014,,154.43758,
Equatorial Guinea,GNQ,2015,,140.7708,
Equatorial Guinea,GNQ,2016,,120.30298,
Equatorial Guinea,GNQ,2017,,104.27127,
Equatorial Guinea,GNQ,2018,,94.47002,
Equatorial Guinea,GNQ,2019,,86.00617,
Equatorial Guinea,GNQ,2020,,85.849174,
Equatorial Guinea,GNQ,2021,,70.743195,
Equatorial Guinea,GNQ,2022,,63.794357,
Europe,,1981,9185.581,8838.176,6655.2744
Europe,,1982,9452.504,9079.721,6865.215
Europe,,1983,9373.403,9362.85,7243.253
Europe,,1984,8879.375,9505.844,7765.6665
Europe,,1985,8563.076,8834.272,6926.146
Europe,,1986,8753.919,9098.407,7209.226
Europe,,1987,8659.7295,9241.493,7604.9165
Europe,,1988,8660.382,9208.885,7879.0337
Europe,,1989,8298.354,8950.274,8139.22
Europe,,1990,7741.9365,8594.973,8427.861
Europe,,1991,7048.3027,8097.0405,8426.993
Europe,,1992,6678.211,7538.5376,8401.15
Europe,,1993,6049.131,7162.769,8264.51
Europe,,1994,5450.5205,7218.2217,8164.9443
Europe,,1995,5334.8125,7279.5747,8074.6035
Europe,,1996,5079.0923,7373.771,8522.61
Europe,,1997,5014.5737,7426.6074,8190.6543
Europe,,1998,4599.8784,7357.524,8357.839
Europe,,1999,4569.251,7423.0005,8469.628
Europe,,2000,4498.671,7701.5493,8469.811
Europe,,2001,4557.612,7884.318,8486.509
Europe,,2002,4470.483,8233.436,8701.923
Europe,,2003,4567.705,8560.556,8966.894
Europe,,2004,4519.973,8841.1,9199.431
Europe,,2005,4428.48,8700.141,9170.546
Europe,,2006,4459.5693,8593.775,9251.529
Europe,,2007,4414.258,8579.4,9078.823
Europe,,2008,4384.702,8409.935,9318.907
Europe,,2009,4133.4688,8344.424,8397.589
Europe,,2010,4218.847,8283.955,9085.111
Europe,,2011,4383.4536,8163.7554,9016.356
Europe,,2012,4523.3057,8076.282,8893.663
Europe,,2013,4442.885,8039.408,8945.214
Europe,,2014,4244.2197,8108.659,8572.359
Europe,,2015,4206.487,8271.308,8452.823
Europe,,2016,4182.5244,8447.862,8492.094
Europe,,2017,4239.2705,8415.87,8982.597
Europe,,2018,4386.204,8504.596,9206.014
Europe,,2019,4129.8037,8523.298,9138.745
Europe,,2020,3676.6667,8051.5225,8573.325
Europe,,2021,3970.2356,8132.405,9130.762
Europe,,2022,3974.9788,8095.325,8387.446
Europe,,1965,,3278.427,
Europe,,1966,,3543.9636,
Europe,,1967,,3826.4563,
Europe,,1968,,4078.862,
Europe,,1969,,4307.1006,
Europe,,1970,,4594.176,2924.3225
Europe,,1971,,4868.583,3293.77
Europe,,1972,,5158.4565,3641.0159
Europe,,1973,,5493.962,3975.153
Europe,,1974,,5844.4624,4397.654
Europe,,1975,,6316.646,4746.3857
Europe,,1976,,6821.996,5174.7397
Europe,,1977,,7426.779,5474.2935
Europe,,1978,,7943.773,5772.542
Europe,,1979,,8407.215,6173.29
Europe,,1980,,8682.468,6407.933
Europe (EI),,1981,5238.3667,1757.599,2247.7673
Europe (EI),,1982,5477.7856,1955.752,2122.385
Europe (EI),,1983,5407.0225,2194.78,2168.8894
Europe (EI),,1984,4968.0938,2380.0264,2201.5806
Europe (EI),,1985,6525.848,2527.254,2677.334
Europe (EI),,1986,6651.0654,2571.8606,2583.5554
Europe (EI),,1987,6548.6294,2618.4285,2599.4446
Europe (EI),,1988,6463.7847,2593.9856,2455.1357
Europe (EI),,1989,6209.8857,2527.8857,2476.2217
Europe (EI),,1990,5720.197,2595.16,2431.9617
Europe (EI),,1991,5191.695,2724.6316,2513.8591
Europe (EI),,1992,4916.0693,2900.377,2478.8208
Europe (EI),,1993,4467.1343,3035.5728,2578.521
Europe (EI),,1994,4063.8413,3524.789,2580.1135
Europe (EI),,1995,4024.9175,3665.564,2662.6597
Europe (EI),,1996,3816.9536,3851.3586,2999.3936
Europe (EI),,1997,3818.1777,3851.3127,2955.277
Europe (EI),,1998,3496.132,3818.05,2944.9756
Europe (EI),,1999,3353.6206,3878.5486,3025.4976
Europe (EI),,2000,3230.6309,3902.6023,3099.2502
Europe (EI),,2001,3206.5718,3794.2844,3138.9387
Europe (EI),,2002,3177.1143,3771.058,3226.526
Europe (EI),,2003,3151.95,3609.5042,3260.6733
Europe (EI),,2004,3047.6414,3453.0264,3373.6597
Europe (EI),,2005,2981.9868,3177.991,3275.804
Europe (EI),,2006,2973.0225,2938.6384,3203.717
Europe (EI),,2007,2917.4417,2795.4414,3062.692
Europe (EI),,2008,2846.2163,2661.7578,3204.3772
Europe (EI),,2009,2687.3013,2513.574,3035.6914
Europe (EI),,2010,2667.0283,2325.7244,3101.2437
Europe (EI),,2011,2758.6494,2122.3923,2848.0796
Europe (EI),,2012,2764.0518,1950.3469,2875.1143
Europe (EI),,2013,2609.2324,1849.648,2800.2515
Europe (EI),,2014,2380.7122,1858.4572,2660.8079
Europe (EI),,2015,2188.1501,1938.1636,2608.4275
Europe (EI),,2016,2106.451,1952.7499,2599.3406
Europe (EI),,2017,2021.2716,1919.9718,2626.9878
Europe (EI),,2018,2015.8625,1900.0944,2514.9556
Europe (EI),,2019,1767.9757,1854.7858,2348.476
Europe (EI),,2020,1519.7733,1953.0762,2188.8591
Europe (EI),,2021,1610.3275,1866.3506,2109.593
Europe (EI),,2022,1608.466,1716.0735,2203.7644
Europe (EI),,1965,,453.6398,
Europe (EI),,1966,,460.85037,
Europe (EI),,1967,,475.8531,
Europe (EI),,1968,,482.866,
Europe (EI),,1969,,488.9717,
Europe (EI),,1970,,488.33206,1049.3087
Europe (EI),,1971,,484.07294,1281.8325
Europe (EI),,1972,,501.80472,1543.827
Europe (EI),,1973,,504.6919,1736.8257
Europe (EI),,1974,,507.45587,1929.1466
Europe (EI),,1975,,608.6304,2006.3243
Europe (EI),,1976,,778.15247,2134.5452
Europe (EI),,1977,,1079.136,2196.8154
Europe (EI),,1978,,1296.8673,2246.9724
Europe (EI),,1979,,1596.6871,2321.8413
Europe (EI),,1980,,1667.4841,2285.5457
European Union (27),,1981,4110.3745,341.9915,1615.1256
European Union (27),,1982,4352.656,370.73972,1492.911
European Union (27),,1983,4299.36,404.1711,1531.7123
European Union (27),,1984,4325.9077,407.488,1551.0483
European Union (27),,1985,4449.041,420.38846,1568.3376
European Union (27),,1986,4432.538,431.05597,1480.4048
European Union (27),,1987,4359.9985,440.7659,1491.446
European Union (27),,1988,4302.6733,448.33716,1392.8855
European Union (27),,1989,4119.9116,438.17123,1435.4434
European Union (27),,1990,3725.3975,443.03937,1426.0217
European Union (27),,1991,3362.7454,433.87915,1493.6143
European Union (27),,1992,3197.9824,430.1801,1473.3147
European Union (27),,1993,3005.7256,426.8433,1504.7974
European Union (27),,1994,2883.9626,447.7126,1454.4899
European Union (27),,1995,2880.8528,437.97516,1474.7288
European Union (27),,1996,2812.401,436.2175,1576.4994
European Union (27),,1997,2779.8555,441.53726,1456.4752
European Union (27),,1998,2481.939,436.38074,1391.138
European Union (27),,1999,2385.5344,451.8086,1333.4482
European Union (27),,2000,2297.782,482.19852,1298.462
European Union (27),,2001,2265.3835,468.00104,1324.5518
European Union (27),,2002,2255.8271,506.75858,1306.1135
European Union (27),,2003,2248.7666,503.35654,1266.3217
European Union (27),,2004,2183.8394,504.8975,1375.1455
European Union (27),,2005,2152.8328,490.13992,1292.11
European Union (27),,2006,2113.7693,455.15695,1275.0154
European Union (27),,2007,2051.0618,433.08615,1200.6735
European Union (27),,2008,1945.0383,402.62708,1268.5029
European Union (27),,2009,1817.2466,368.30603,1176.4108
European Union (27),,2010,1799.9937,354.42584,1255.6503
European Union (27),,2011,1827.8954,339.9363,1174.5337
European Union (27),,2012,1831.7051,325.501,1139.4166
European Union (27),,2013,1727.2515,318.15042,1139.252
European Union (27),,2014,1658.2557,313.8384,999.2236
European Union (27),,2015,1616.1907,304.0811,842.7531
European Union (27),,2016,1519.0338,268.0922,823.47687
European Union (27),,2017,1505.8618,263.93616,767.7588
European Union (27),,2018,1434.0138,254.6339,689.62726
European Union (27),,2019,1228.325,235.11934,609.5241
European Union (27),,2020,1021.0572,223.69815,478.41675
European Union (27),,2021,1101.205,209.58105,443.34488
European Union (27),,2022,1130.51,194.77242,411.38242
European Union (27),,1965,,401.09543,
European Union (27),,1966,,399.86267,
European Union (27),,1967,,403.54938,
European Union (27),,1968,,403.3284,
European Union (27),,1969,,399.26956,
European Union (27),,1970,,394.55936,929.8414
European Union (27),,1971,,383.52252,1088.0287
European Union (27),,1972,,377.20428,1266.7449
European Union (27),,1973,,377.8377,1435.201
European Union (27),,1974,,383.36508,1567.413
European Union (27),,1975,,382.51297,1630.5304
European Union (27),,1976,,379.67834,1734.6769
European Union (27),,1977,,371.60544,1752.0059
European Union (27),,1978,,361.8192,1703.9498
European Union (27),,1979,,348.44473,1711.5575
European Union (27),,1980,,340.66818,1649.6066
Gabon,GAB,1965,,14.71195,
Gabon,GAB,1966,,16.828611,
Gabon,GAB,1967,,40.06535,
Gabon,GAB,1968,,53.974827,
Gabon,GAB,1969,,58.46401,
Gabon,GAB,1970,,63.06949,
Gabon,GAB,1971,,67.39585,
Gabon,GAB,1972,,73.303894,
Gabon,GAB,1973,,88.35311,
Gabon,GAB,1974,,118.649254,
Gabon,GAB,1975,,131.59344,
Gabon,GAB,1976,,131.69812,
Gabon,GAB,1977,,131.03522,
Gabon,GAB,1978,,123.27801,
Gabon,GAB,1979,,113.950745,
Gabon,GAB,1980,,103.44885,
Gabon,GAB,1981,,88.99276,
Gabon,GAB,1982,,90.62096,
Gabon,GAB,1983,,91.51647,
Gabon,GAB,1984,,101.52989,
Gabon,GAB,1985,,100.32039,
Gabon,GAB,1986,,96.47085,
Gabon,GAB,1987,,89.888275,
Gabon,GAB,1988,,103.41396,
Gabon,GAB,1989,,118.94002,
Gabon,GAB,1990,,156.9236,
Gabon,GAB,1991,,171.05405,
Gabon,GAB,1992,,168.07675,
Gabon,GAB,1993,,177.04349,
Gabon,GAB,1994,,195.81432,
Gabon,GAB,1995,,206.50229,
Gabon,GAB,1996,,212.2475,
Gabon,GAB,1997,,211.59622,
Gabon,GAB,1998,,195.94223,
Gabon,GAB,1999,,197.41925,
Gabon,GAB,2000,,160.71356,
Gabon,GAB,2001,,152.14458,
Gabon,GAB,2002,,148.66035,
Gabon,GAB,2003,,159.11304,
Gabon,GAB,2004,,158.96667,
Gabon,GAB,2005,,156.9819,
Gabon,GAB,2006,,140.49571,
Gabon,GAB,2007,,142.59537,
Gabon,GAB,2008,,139.50262,
Gabon,GAB,2009,,139.94995,
Gabon,GAB,2010,,135.41739,
Gabon,GAB,2011,,137.21002,
Gabon,GAB,2012,,128.77348,
Gabon,GAB,2013,,123.92525,
Gabon,GAB,2014,,122.473495,
Gabon,GAB,2015,,124.00364,
Gabon,GAB,2016,,128.48758,
Gabon,GAB,2017,,121.986275,
Gabon,GAB,2018,,112.33555,
Gabon,GAB,2019,,126.49545,
Gabon,GAB,2020,,120.77915,
Gabon,GAB,2021,,105.20508,
Gabon,GAB,2022,,110.914566,
Germany,DEU,1981,1731.1663,,189.32574
Germany,DEU,1982,1738.7163,,166.2025
Germany,DEU,1983,1642.8706,,183.713
Germany,DEU,1984,1662.8279,,180.5255
Germany,DEU,1985,1728.6155,,171.077
Germany,DEU,1986,1669.0493,,140.15149
Germany,DEU,1987,1616.0663,,157.3055
Germany,DEU,1988,1603.5989,,146.38425
Germany,DEU,1989,1530.1111,,153.2025
Germany,DEU,1990,1454.1819,,150.24625
Germany,DEU,1991,1234.5308,,153.95282
Germany,DEU,1992,1135.4911,,156.15968
Germany,DEU,1993,1021.6923,,155.40355
Germany,DEU,1994,941.4317,,162.92094
Germany,DEU,1995,919.34607,,168.11719
Germany,DEU,1996,860.47394,,182.06174
Germany,DEU,1997,824.1913,,178.96684
Germany,DEU,1998,756.04755,,174.86966
Germany,DEU,1999,735.9455,,186.78319
Germany,DEU,2000,706.0867,,176.65448
Germany,DEU,2001,677.528,,178.33382
Germany,DEU,2002,679.4618,,177.86783
Germany,DEU,2003,672.2004,,185.15663
Germany,DEU,2004,679.34467,,171.33516
Germany,DEU,2005,657.9307,,165.42674
Germany,DEU,2006,620.4535,,163.4221
Germany,DEU,2007,632.8359,,149.69736
Germany,DEU,2008,582.6158,,136.35068
Germany,DEU,2009,539.80273,,127.461685
Germany,DEU,2010,533.795,,111.23992
Germany,DEU,2011,543.4825,,104.6545
Germany,DEU,2012,555.5953,,94.61372
Germany,DEU,2013,524.7561,,86.041245
Germany,DEU,2014,513.2765,,80.82743
Germany,DEU,2015,497.90945,,75.24433
Germany,DEU,2016,460.9722,,69.230415
Germany,DEU,2017,458.4445,,63.761612
Germany,DEU,2018,439.40762,,55.41774
Germany,DEU,2019,330.52777,,53.30759
Germany,DEU,2020,271.94455,,45.324203
Germany,DEU,2021,320.33334,,45.368164
Germany,DEU,2022,336.05832,,42.57275
Germany,DEU,1970,,,120.129745
Germany,DEU,1971,,,147.99725
Germany,DEU,1972,,,177.18575
Germany,DEU,1973,,,198.3745
Germany,DEU,1974,,,206.03699
Germany,DEU,1975,,,191.252
Germany,DEU,1976,,,197.20975
Germany,DEU,1977,,,196.066
Germany,DEU,1978,,,202.7125
Germany,DEU,1979,,,203.00475
Germany,DEU,1980,,,184.81549
Greece,GRC,1981,40.44723,,
Greece,GRC,1982,42.382042,,
Greece,GRC,1983,46.24902,,
Greece,GRC,1984,50.27067,,
Greece,GRC,1985,56.265614,,
Greece,GRC,1986,58.799767,,
Greece,GRC,1987,69.42046,,
Greece,GRC,1988,73.11574,,
Greece,GRC,1989,82.81957,,
Greece,GRC,1990,82.788155,,
Greece,GRC,1991,80.28654,,
Greece,GRC,1992,81.35301,,
Greece,GRC,1993,83.306854,,
Greece,GRC,1994,85.6061,,
Greece,GRC,1995,87.34246,,
Greece,GRC,1996,83.6104,,
Greece,GRC,1997,89.62311,,
Greece,GRC,1998,94.50538,,
Greece,GRC,1999,93.4389,,
Greece,GRC,2000,95.617195,,
Greece,GRC,2001,97.59896,,
Greece,GRC,2002,99.809814,,
Greece,GRC,2003,95.086876,,
Greece,GRC,2004,99.39928,,
Greece,GRC,2005,99.29694,,
Greece,GRC,2006,95.02059,,
Greece,GRC,2007,97.56522,,
Greece,GRC,2008,94.54609,,
Greece,GRC,2009,95.08572,,
Greece,GRC,2010,85.078094,,
Greece,GRC,2011,87.28198,,
Greece,GRC,2012,93.55986,,
Greece,GRC,2013,78.25013,,
Greece,GRC,2014,74.248245,,
Greece,GRC,2015,66.00332,,
Greece,GRC,2016,46.20091,,
Greece,GRC,2017,53.117348,,
Greece,GRC,2018,49.715992,,
Greece,GRC,2019,35.90746,,
Greece,GRC,2020,18.960646,,
Greece,GRC,2021,16.737255,,
Greece,GRC,2022,18.962229,,
High-income countries,,1981,11108.19,16252.222,8494.525
High-income countries,,1982,11422.805,14173.212,8062.05
High-income countries,,1983,10995.751,13398.227,7622.9775
High-income countries,,1984,11364.257,13695.906,8195.126
High-income countries,,1985,11853.338,13245.32,8092.709
High-income countries,,1986,12026.762,14194.48,8000.103
High-income countries,,1987,12167.666,13630.861,8299.496
High-income countries,,1988,12346.984,14471.957,8506.433
High-income countries,,1989,12409.094,14247.83,8739.984
High-income countries,,1990,12285.114,14942.504,8924.1045
High-income countries,,1991,11793.738,15857.129,9107.803
High-income countries,,1992,11605.533,16849.135,9330.084
High-income countries,,1993,10971.882,17160.188,9698.828
High-income countries,,1994,11278.774,17755.24,10142.305
High-income countries,,1995,11373.927,17935.178,10395.646
High-income countries,,1996,11529.929,18353.979,10879.459
High-income countries,,1997,11791.697,18439.299,11006.351
High-income countries,,1998,11692.252,18568.139,11185.619
High-income countries,,1999,11435.828,17811.074,11339.297
High-income countries,,2000,11204.552,18583.322,11730.467
High-income countries,,2001,11577.896,18218.975,12079.998
High-income countries,,2002,11319.838,17546.695,12090.679
High-income countries,,2003,11164.648,18561.887,12334.128
High-income countries,,2004,11418.74,18901.354,12497.84
High-income countries,,2005,11570.881,18870.445,12506.426
High-income countries,,2006,11728.574,18746.223,12759.002
High-income countries,,2007,11676.426,18348.2,12969.111
High-income countries,,2008,11759.325,18593.271,13474.854
High-income countries,,2009,11076.783,17727.979,13445.322
High-income countries,,2010,11275.152,18029.217,14166.512
High-income countries,,2011,11282.649,19209.035,14716.707
High-income countries,,2012,11113.326,20332.875,15342.125
High-income countries,,2013,11023.443,20870.066,15479.4
High-income countries,,2014,11257.863,21983.387,15971.752
High-income countries,,2015,10495.279,23002.934,16556.219
High-income countries,,2016,9471.38,23113.016,16648.81
High-income countries,,2017,9602.038,23099.977,17038.602
High-income countries,,2018,9591.49,24679.71,18230.586
High-income countries,,2019,9116.547,25439.389,19101.32
High-income countries,,2020,7633.0083,24204.355,18673.14
High-income countries,,2021,7898.0537,24226.531,19071.543
High-income countries,,2022,7904.198,25821.201,19800.596
High-income countries,,1965,,8757.872,
High-income countries,,1966,,9524.692,
High-income countries,,1967,,10145.8125,
High-income countries,,1968,,10852.543,
High-income countries,,1969,,11315.223,
High-income countries,,1970,,12299.051,7254.9604
High-income countries,,1971,,13207.953,7709.9062
High-income countries,,1972,,14336.203,8044.5215
High-income countries,,1973,,15442.027,8308.786
High-income countries,,1974,,15399.277,8258.891
High-income countries,,1975,,14012.979,7967.71
High-income countries,,1976,,15150.711,8087.047
High-income countries,,1977,,15790.795,8257.454
High-income countries,,1978,,15754.094,8298.546
High-income countries,,1979,,17074.635,8658.757
High-income countries,,1980,,16808.79,8564.109
Hungary,HUN,1981,83.507416,,
Hungary,HUN,1982,83.701775,,
Hungary,HUN,1983,80.292694,,
Hungary,HUN,1984,78.43279,,
Hungary,HUN,1985,76.24481,,
Hungary,HUN,1986,72.13165,,
Hungary,HUN,1987,71.60767,,
Hungary,HUN,1988,65.99191,,
Hungary,HUN,1989,63.114994,,
Hungary,HUN,1990,57.0943,,
Hungary,HUN,1991,55.172295,,
Hungary,HUN,1992,50.173683,,
Hungary,HUN,1993,43.224224,,
Hungary,HUN,1994,41.212894,,
Hungary,HUN,1995,41.927776,,
Hungary,HUN,1996,44.782875,,
Hungary,HUN,1997,46.77155,,
Hungary,HUN,1998,42.749775,,
Hungary,HUN,1999,39.516582,,
Hungary,HUN,2000,38.56221,,
Hungary,HUN,2001,35.136055,,
Hungary,HUN,2002,34.42073,,
Hungary,HUN,2003,35.545143,,
Hungary,HUN,2004,27.068296,,
Hungary,HUN,2005,20.330936,,
Hungary,HUN,2006,20.429245,,
Hungary,HUN,2007,20.617804,,
Hungary,HUN,2008,19.69616,,
Hungary,HUN,2009,18.096804,,
Hungary,HUN,2010,18.529766,,
Hungary,HUN,2011,19.136536,,
Hungary,HUN,2012,18.683222,,
Hungary,HUN,2013,18.744303,,
Hungary,HUN,2014,18.467916,,
Hungary,HUN,2015,17.657642,,
Hungary,HUN,2016,17.008642,,
Hungary,HUN,2017,14.923139,,
Hungary,HUN,2018,13.27083,,
Hungary,HUN,2019,11.554312,,
Hungary,HUN,2020,10.846358,,
Hungary,HUN,2021,8.990874,,
Hungary,HUN,2022,8.883294,,
India,IND,1981,741.7438,174.15926,19.781782
India,IND,1982,734.2449,231.21603,25.934563
India,IND,1983,776.837,294.8903,30.85775
India,IND,1984,815.0646,327.89624,35.340595
India,IND,1985,841.7091,351.24927,43.22828
India,IND,1986,905.4258,367.76385,60.40024
India,IND,1987,992.48425,356.85492,69.577
India,IND,1988,1055.1355,375.48618,81.50488
India,IND,1989,1147.4272,400.64188,96.904594
India,IND,1990,1236.1666,397.40875,115.927345
India,IND,1991,1321.8241,374.25342,129.10802
India,IND,1992,1395.0984,339.4332,144.3469
India,IND,1993,1441.3691,324.18625,146.67085
India,IND,1994,1466.0951,376.55612,158.56918
India,IND,1995,1547.9033,426.20462,180.77829
India,IND,1996,1658.9543,404.724,197.31721
India,IND,1997,1713.9054,413.85355,214.52634
India,IND,1998,1703.4462,403.50284,235.42874
India,IND,1999,1666.2043,402.5608,241.23369
India,IND,2000,1771.1918,397.32733,253.62692
India,IND,2001,1793.7571,397.4785,254.27748
India,IND,2002,1873.2714,409.86447,265.54413
India,IND,2003,1954.7339,411.56244,284.26898
India,IND,2004,2110.9717,422.57605,281.37762
India,IND,2005,2207.1597,406.17773,285.12137
India,IND,2006,2303.6853,419.20334,281.8681
India,IND,2007,2446.7546,423.80887,289.6451
India,IND,2008,2647.5125,439.5326,293.9186
India,IND,2009,2857.7708,441.89346,361.4994
India,IND,2010,2937.1091,479.662,474.29187
India,IND,2011,2915.2168,498.74335,429.33392
India,IND,2012,2966.2104,494.85077,372.67822
India,IND,2013,2974.1167,490.85788,310.6313
India,IND,2014,3133.7236,484.2957,293.5522
India,IND,2015,3268.103,478.84055,281.4278
India,IND,2016,3301.831,472.0089,265.82315
India,IND,2017,3329.7527,470.28488,276.93323
India,IND,2018,3555.3447,459.93576,274.91486
India,IND,2019,3498.8784,435.97647,269.05524
India,IND,2020,3497.081,408.77762,237.60626
India,IND,2021,3717.1177,394.94897,285.38812
India,IND,2022,4172.377,384.05682,298.0193
India,IND,1965,,35.145863,
India,IND,1966,,54.04461,
India,IND,1967,,65.90721,
India,IND,1968,,68.07039,
India,IND,1969,,78.18849,
India,IND,1970,,79.18867,6.328466
India,IND,1971,,83.561554,6.7062187
India,IND,1972,,85.74799,7.3559065
India,IND,1973,,83.71274,7.336656
India,IND,1974,,87.108696,8.303968
India,IND,1975,,96.33129,10.630812
India,IND,1976,,100.70418,12.914344
India,IND,1977,,118.45155,13.792624
India,IND,1978,,131.08173,15.404812
India,IND,1979,,149.31757,19.158562
India,IND,1980,,109.31037,11.331031
Indonesia,IDN,1981,2.7412374,929.9591,190.5155
Indonesia,IDN,1982,4.0433254,774.3697,193.66199
Indonesia,IDN,1983,4.454511,822.0525,220.96548
Indonesia,IDN,1984,10.074048,870.9995,297.9025
Indonesia,IDN,1985,13.706187,771.53186,327.84497
Indonesia,IDN,1986,17.749512,818.39996,341.14148
Indonesia,IDN,1987,20.764874,812.057,364.4865
Indonesia,IDN,1988,30.77039,782.5798,398.08298
Indonesia,IDN,1989,59.621918,833.06067,418.78897
Indonesia,IDN,1990,73.53369,865.6619,445.39825
Indonesia,IDN,1991,94.84682,942.09454,489.0921
Indonesia,IDN,1992,153.23518,892.374,518.3108
Indonesia,IDN,1993,189.00833,893.77747,538.47565
Indonesia,IDN,1994,225.2612,894.8168,613.5329
Indonesia,IDN,1995,286.73343,889.1665,616.30426
Indonesia,IDN,1996,345.05325,892.3267,649.38776
Indonesia,IDN,1997,375.68658,880.5205,666.6897
Indonesia,IDN,1998,426.46802,862.9521,655.5651
Indonesia,IDN,1999,504.93594,797.8668,710.88837
Indonesia,IDN,2000,527.96356,835.1533,706.84424
Indonesia,IDN,2001,634.1884,792.8739,686.26495
Indonesia,IDN,2002,708.12396,736.5128,755.9024
Indonesia,IDN,2003,783.15784,670.43884,791.5684
Indonesia,IDN,2004,907.4212,646.04767,756.94684
Indonesia,IDN,2005,1047.9841,624.7098,762.69775
Indonesia,IDN,2006,1308.1742,584.1274,753.971
Indonesia,IDN,2007,1472.8835,556.3172,725.79126
Indonesia,IDN,2008,1644.7201,574.8375,748.29944
Indonesia,IDN,2009,1721.6205,562.9781,780.44055
Indonesia,IDN,2010,1759.6871,565.4801,870.0051
Indonesia,IDN,2011,2203.6326,538.5468,826.7904
Indonesia,IDN,2012,2376.853,518.4984,782.99567
