Run,Energy Balance Model.Heat Capacity of Land & Ocean Surface,Energy Balance Model.Heat Capacity of Thermocline Ocean,Energy Balance Model.Heat Capacity of Deep Ocean,Energy Balance Model.Deep Ocean Heat Uptake Efficacy Factor,Energy Balance Model.Heat Transfer Coefficient between Land & Ocean Surface and Space,Energy Balance Model.Heat Transfer Coefficient between Surface and Thermocline Ocean,Energy Balance Model.Heat Transfer Coefficient between Thermocline Ocean and Deep Ocean,Aerosol Forcing.Scaling Aerosol Cloud Interactions Effective Radiative Forcing scaling factor,Aerosol Forcing.Logarithmic Aerosol Cloud Interactions Effective Radiative Forcing scaling factor,Aerosol Forcing.Effective Radiative Forcing from Aerosol Radiation Interactions per unit SO2 Emissions,CH4 Forcing.Calibration scaling of CH4 forcing,N2O Forcing.Calibration scaling of N2O forcing,Minor GHGs Forcing.Calibration scaling of Minor GHG forcing,Stratospheric Water Vapour Forcing.Calibration scaling of Stratospheric H2O forcing,BC on Snow Forcing.Calibration scaling of Black Carbon on Snow forcing,Land Use Forcing.Calibration scaling of Albedo forcing,Land Use Forcing.Calibration scaling of Irrigation forcing,Natural Forcing.Calibration scaling of Volcano forcing,CO2 Forcing.Calibration scaling of CO2 forcing,Natural Forcing.Amplitude of Effective Radiative Forcing from Solar Output Variations,Natural Forcing.Linear trend in Effective Radiative Forcing from Solar Output Variations,Ozone Forcing.Ozone forcing per unit CH4 concentration change,Ozone Forcing.Ozone forcing per unit N2O concentration change,Ozone Forcing.Ozone forcing per unit Montreal gases equivalent effective stratospheric chlorine concentration change,Ozone Forcing.Ozone forcing per unit CO emissions change,Ozone Forcing.Ozone forcing per unit VOC emissions change,Ozone Forcing.Ozone forcing per unit NOx emissions change,Ocean.Depth of warm surface ocean layer,Ocean.Thickness of intermediate ocean layer,Ocean.Depth of cold surface ocean layer,Ocean.Reference overturning strength in Sv,Ocean.Reference intermediate to warm surface ocean mixing strength,Ocean.Reference cold surface to deep ocean mixing strength,Ocean.Reference strength of biological carbon pump in low latitude ocean,Ocean.Reference strength of biological carbon pump in high latitude ocean,Ocean.High latitude carbon pump transfer efficiency,CO2 Forcing.Atmospheric CO2 Concentration 1750,Ocean.Warm surface ocean alkalinity sensitivity to global T anomaly,Ocean.Cold surface ocean alkalinity sensitivity to global T anomaly,Ocean.High latitude carbon pump sensitivity to global T anomaly,Ocean.Warm surface ocean temperature sensitivity to global T anomaly,Ocean.Cold surface ocean temperature sensitivity to global T anomaly,Ocean.Warm surface ocean salinity sensitivity to global T anomaly,Ocean.Cold surface ocean salinity sensitivity to global T anomaly,Ocean.Initial Cold surface ocean pH,Ocean.Initial Warm surface ocean pH,Ocean.Initial Cold surface ocean carbon reservoir,Ocean.Initial Warm surface ocean carbon reservoir,Ocean.Initial Intermediate depth ocean carbon reservoir,Ocean.Initial Deep ocean ocean carbon reservoir,Energy Balance Model.Initial Land & Ocean Surface Temperature,Energy Balance Model.Initial Thermocline Ocean Temperature,Energy Balance Model.Initial Deep Ocean Temperature,Energy Balance Model.Initial ocean heat content change,CH4 Forcing.Initial CH4 in atmosphere,CO2 Forcing.Initial Atmospheric CO2 mass anomaly since 1750,Energy Balance Model.Surface Temperature 1850 to 1900 offset relative to 1750
8651,5.032081335065488,17.60472684211354,146.38097675324863,0.9196196008501648,1.760799173647364,1.3171844012858704,0.9733999668735372,-0.3693142783820962,0.0260312695342476,-0.0034030551252445,0.9363687609526176,1.0705254962217654,1.0396404441203009,1.1390454561691858,1.8892295952375453,0.9201571376088789,-1.212620515532898,1.1926498337572191,0.958441444941218,1.5269373381112965,-0.0293886170062639,0.0001761629494068,0.0008967131112917,-0.0001435379082419,0.0002238288854918,0.0001742739166678,0.001190366862398,319.166704378786,640.9117587883864,447.3513956006221,20.313533621465933,60.97206115606732,20.176360764363206,0.2548278716436383,5.80606898058783,0.1208362363515526,279.37719958716275,-2.7822293892235807e-06,-1.462650773659493e-05,-0.3536319871647762,0.8256566050636944,0.665668572163951,-0.0278222938922358,-0.1462650773659493,8.32272669699,8.08295736138,578.63776033,2363.00705383,6208.05529424,27642.1471984,0.471387587358,0.224423973725,0.0436337683146,0.204590604149,2145.27655527,469246.106594,0.05460448976992903
9369,4.144699715459937,29.951555557202333,245.8959897198325,0.7948945469405876,2.0528643129796182,3.51115395497091,0.636583601025146,-0.1619763080667012,0.0313557027629986,-0.0019641022473386,0.9675972762843406,1.0710643175396373,0.9843713839411328,-0.3477047671515367,1.823844999037593,0.9403774503242162,0.2551417639885955,1.0214993167197148,0.9945725263704956,1.2920898098826104,0.0236633718535705,0.000222691249389,0.0011973367757701,-0.0001007808126229,-2.793492992009924e-05,6.116746445259328e-05,0.001620948780202,265.4590266936726,584.8669431119006,279.1308865140854,22.087286500304987,72.34729432367581,18.390617007130004,0.3066928669018071,4.178416723069447,0.4660962792600597,274.33486301233233,-2.028628870181924e-06,-9.597878023908642e-06,-0.4775928294008745,0.5760978356879759,0.5884282733095199,-0.0202862887018192,-0.0959787802390864,8.19549213466,8.09699538557,371.682645997,1958.50502168,5306.72415494,27390.9839386,0.559358372334,0.402051678912,0.0373505838068,0.378992433027,2137.26785071,502105.517616,0.05740885637833177
13799,2.5435909277727933,11.65214851976011,86.77899304365513,1.3783445075874246,1.56200083601652,5.428617519170028,0.771834746031839,-0.0159866819065324,0.0146046115963897,-0.0013401960300984,0.793321261170225,0.9944146673262476,0.8861824757223005,1.3297959916479032,0.9588136085836394,1.078263812300101,0.4888888632752861,1.1726081156879242,0.8720836222463063,0.6755838897989951,0.047181083828822,0.0002936958226152,0.0011263905097886,-7.166430092844816e-05,0.0002182014636517,0.0001766788003111,0.0001108919389639,397.3711110943372,342.8166354631668,63.03983255012423,25.846668969624663,85.64290768324614,26.30346151974308,0.6368105554770223,10.598559457920912,0.3807011898674459,280.1119143808609,-1.701880123669919e-06,-1.9962281559673152e-05,-0.0035158333011034,0.9022053503276958,0.961704900734863,-0.0170188012366991,-0.1996228155967315,8.40658616954,8.0791060496,79.4374491967,2942.64036634,3302.32738519,29822.5024043,0.665282877308,0.549412026693,0.152565968166,0.3433987948,2129.92285679,449104.863948,0.08328511485846707
14172,3.466369333016984,23.92136848779886,33.63869023261739,1.4448377930841705,0.9116419775294607,2.4058912060986195,0.8310533382193944,-0.6512500857223273,0.0199375653233613,-0.0001051826824335,0.824810910879446,0.9698850326121112,0.9875703012748512,0.2129326891078369,1.2911204850890576,0.6919269025967141,2.2344483313523296,1.0533798012386657,0.987141860132563,0.9282103670718456,0.0438633407402044,0.0001775847134588,0.0009514762649745,-0.0001545328282127,0.0001573183830005,-3.5307308045986514e-06,0.0005776439813083,288.43565989732724,631.2599062524572,398.1372115190402,21.75569682005804,77.84444158284124,11.581214149804357,2.2094218419500304,6.922118677070369,0.3990582374231486,277.52681224404705,-1.0550856982832506e-06,-2.690781308553328e-05,-0.1261578223786319,0.9385989953029896,0.4783383645814574,-0.0105508569828325,-0.2690781308553328,8.28155178572,8.08642798823,518.169304408,2132.74423436,6085.09547683,28269.8106341,0.575625205212,0.358795656932,0.181260905818,0.268421139357,2137.64290887,483395.468953,0.05310139828656568
14875,4.463727607652411,28.154709509748663,101.05438944814888,1.3418186340729878,1.2010779267748188,2.887466346222534,1.1367395394613793,-1.2842780366412814,0.0089977300837267,-0.0027385557548584,0.9576279711899286,0.9002345219162948,1.0035718646131513,1.047621874135745,0.4774943303656771,0.9026444880018006,1.1180053321462735,1.0462286081542358,1.021087946076919,0.5453166677976621,-0.026878679577765,0.000248858702494,0.0013988616010346,-4.799623914563455e-05,6.474798674503045e-05,5.3810975441792485e-05,0.0014068157211989,222.5846570346249,959.0621429762008,285.6016786473049,29.90795384820296,71.49266521477209,18.81444952108994,1.548751905095919,6.4831723232908365,0.4455201886202644,281.1945733910238,-2.4342214189037866e-06,-5.896584986888851e-06,-0.4207479495084875,0.4318282646775843,0.6465438874755527,-0.0243422141890378,-0.0589658498688885,8.24031476143,8.08896069423,377.54241681,1647.56328599,9064.98088226,24601.6269847,0.268404474727,0.142770698956,0.0419626879549,0.152246377154,2158.26444038,473107.032095,0.04056517147570843
14992,4.891254621098242,18.883939380117933,114.99392389719848,0.674919699127708,1.9462017026272087,2.825874773867332,0.6747670888643518,-0.2147572846799219,0.0108815368893128,-0.0020957174311732,1.0456868388378613,0.8487235644217567,0.993973732571157,1.4750261375756557,1.4754904699407183,0.8901670394672916,1.5114053562939302,1.1001792759716749,0.8815029703719874,1.1732970939541092,0.0497892097853711,0.0002108870962508,0.0018325089950932,-2.19015716841828e-05,0.0001065427925442,0.0001143969737509,0.0008723798336419,495.4406634230082,384.7588431158152,330.70523794271867,22.089985460555035,79.63805588333662,16.23635268792129,2.7674595889569327,5.480962583653828,0.2389995604245083,278.61227609444444,-2.097557653309144e-06,-1.867123450608024e-05,-0.1490002449220288,0.6888863616134415,0.6163141255022357,-0.0209755765330914,-0.1867123450608024,8.27244439253,8.09179158954,431.986733754,3658.95979277,3717.74374126,28664.6596692,0.589699962329,0.436509294218,0.0885284594451,0.342981304567,2135.47886972,451783.12123,0.0731651863113404
15736,4.242619383255051,18.826062932570085,157.80662133957532,1.2658743685006484,1.795562432665032,2.0393894427202115,1.227816646552578,-1.1233343409050875,0.0083201747164808,-0.0008813790122213,0.846183916349834,1.1007469294091337,1.0313659240278936,0.5606199876991921,-0.1227904503435559,0.7472691504940621,0.7200677163379956,1.1261833949241635,0.9384735162859232,1.103138546617607,-0.0052022755787007,0.0002513281860293,0.0013653304313764,-6.828832752825072e-05,0.0003006836228147,1.8800503772827256e-05,0.0015508784798864,262.0261909565542,627.1660428664741,460.8979692475669,19.18535800236913,50.4739312858216,17.90275449326664,1.144861051874677,10.070448708914656,0.3590514041664545,277.4230313673629,-1.4615909883366647e-06,-1.7206116435250694e-05,-0.2625637958945621,0.4945211261902271,0.7042753489051194,-0.0146159098833666,-0.1720611643525069,8.38979153607,8.08131356536,585.929560954,1942.84987392,6471.98037173,29309.9467916,0.415167884566,0.207313770109,0.0489541985683,0.215527649024,2148.65933019,463600.860252,0.0575004919459304
16555,5.876181487094427,20.97003503484183,156.80000599198337,1.3328356010670075,1.7370794928687108,2.5095493462096106,1.57865928451661,-1.5763587116369993,0.0032649008121099,-0.0027165062865272,1.034561089269764,1.06187892655674,1.106423467779653,0.7481525481367043,0.4293545262386068,0.8331624453889336,0.3751377638390321,0.9617412546413232,0.8875036835000781,0.7422476968224925,-0.0115602640972493,0.0002052902954677,0.001203881156928,4.650479669435808e-05,4.4650718580133454e-05,0.0003366688581164,0.0020044386242894,329.5850444220076,339.01113423808243,498.66877184429495,16.67476878487952,80.48668688143027,21.092304287608528,0.6503031122211538,4.40164597138923,0.1633644296206224,276.33056915941245,-2.4226737921301342e-06,-2.538274720397872e-05,-0.3635406519586075,0.9921963676307868,0.9717567131748576,-0.0242267379213013,-0.2538274720397872,8.25914151304,8.09028439926,653.415759506,2435.3193417,3158.95407647,29902.2519227,0.416318148316,0.213953087065,0.0616831386715,0.267282930858,2148.04491624,482892.821066,0.05438448570255855
16629,3.106406290078093,29.390887720499684,31.99038636639845,1.2339003878244093,1.542328398159156,1.848656674929168,1.3181176481702284,-1.442672619947882,0.0137822211446898,-0.0020628770989743,0.9307717424877602,1.0853522938518674,0.8913252242999279,1.0371717423251676,1.3680225269733084,0.1753947253411191,-1.5465543513143716,0.8364778851095136,1.009448400318465,1.0718122133176835,-0.0089033513946852,0.0002497357989826,0.0014391776887939,-3.120895802651835e-06,0.0001718922669449,0.0001116178911398,0.0015402042422983,108.5921878404622,539.9556308843225,211.18121063079468,26.17635059800373,58.64823848972645,17.553394289720327,2.9436178986528097,9.060655945889916,0.2596823868704681,277.65191967417223,-2.0803586944199766e-06,-2.448563167087956e-05,-0.1064900311703234,0.9012434526830124,0.7174763155500498,-0.0208035869441997,-0.2448563167087956,8.36207499897,8.07662087434,270.503322861,805.997398605,5607.11232589,31384.8381604,0.303852804265,0.142578066559,0.0886584092754,0.128299991616,2157.3060925,501349.362252,0.04975050747041215
19213,3.0314235267388545,15.720905396716002,36.14845076468977,2.0172118478974697,0.9316847194583008,4.758185544285015,1.1824659231632335,-1.0472644523680312,0.0068144771570076,-0.0028000431118394,1.266879703311135,0.980482736182918,1.1071307993405617,0.9429345716699956,1.6309481121515712,0.889887095285505,-0.8020554736844273,0.8848650601363717,1.0192480393552583,0.4845949197418688,0.0529770674337743,0.000192846107184,0.0016552912105418,-0.0001476166938701,0.0002506566844547,-0.0001718606754408,0.0012258104930661,403.12823527422125,782.19539755763,204.3151959095721,25.18825885194872,54.175595879714585,29.33046089685952,1.5169933437592962,4.142193120175164,0.2910909156446093,277.0348584267368,-2.4664232406916022e-06,-1.6598319097379314e-05,-0.0809201874513191,0.4888697296355535,0.3646715736291557,-0.024664232406916,-0.1659831909737931,8.19885134199,8.09939241446,271.368002557,2971.87149913,7405.75570564,24570.2770425,0.622264650629,0.480421755454,0.293217639945,0.322550689373,2132.41469709,467587.21779,0.0836263510629802
21221,3.2684054591150886,12.75250174280825,38.99081662810093,1.489447261615754,1.289683534966661,2.449273824227915,0.7232498618667735,-0.734113394710835,0.0054669030536371,-0.0039019213878334,1.0024865616699956,0.933093480715954,0.9240423545877896,1.1548215122809031,1.732710567557301,1.4629077538905528,1.0225392190444365,0.8883158577046715,1.0164615818584368,1.6367272456009054,-0.0047301416432001,0.0002536159602812,0.0011700841819081,-0.0001723074857942,7.757243320697144e-05,-0.0001657898010289,-0.000192609369386,495.27052387474606,641.1429546986584,327.7926392285167,26.931241827542696,65.38551783017571,20.03004797042763,1.6997453546073578,6.934433574558966,0.2649576725531806,279.6725788527604,-3.043492895618949e-06,-5.7887283406011885e-06,-0.4151826071350328,0.8337754972611424,0.9318335374824264,-0.0304349289561894,-0.0578872834060118,8.30783173761,8.09016431763,426.201492745,3660.23876435,6272.60481522,25984.7179455,0.415181791824,0.27966158343,0.131619401057,0.161856870725,2147.89872621,434672.348562,0.04561393782799157
