Year,Temperature.CO2 Fossil Emissions,Temperature.CO2 AFOLU Emissions,Temperature.Total CH4 Emissions,Temperature.Total N2O Emissions,Temperature.Total SO2 emissions,Temperature.Solar Forcing,Temperature.Volcanic Forcing
1809.5,35.88850331,872.0630397,29.12865813,259.5246997,2.801892048,-0.073351726,-3.365688134
1810.5,38.156726,888.1064879,29.42453242,264.4277086,2.823983532,-0.08676823,-2.313830028
1811.5,40.3635149,904.4450894,29.40578756,269.4233465,2.803000631,-0.091464007,-0.712301621
1812.5,41.75970724,921.084274,29.4202985,274.5133633,2.785422831,-0.086191009,-0.118562997
1813.5,41.95454084,938.0295718,29.77847603,279.6995421,2.796288721,-0.07051242,0.083415406
1814.5,42.8876376,955.2866142,30.54785186,284.9836995,2.893725367,-0.049607635,0.151377418
1815.5,44.31824074,972.8611365,30.64433954,290.3676866,2.881174397,-0.030637322,-3.341804901
1816.5,49.03968264,990.7589794,30.79985622,295.8533893,2.89451963,-0.019030486,-4.328813792
1817.5,51.19270204,1008.986091,31.19839541,301.4427295,2.939425965,-0.017283221,-1.519519756
1818.5,51.50323308,1027.548529,31.68760832,307.1376649,3.001978233,-0.024631097,-0.39544552
1819.5,51.74568402,1046.452462,31.84544135,312.9401905,2.956182588,-0.038032,-0.009852952
1820.5,52.53618867,1065.704174,32.33339467,318.852339,2.995581553,-0.05534865,0.120035717
1821.5,53.36192138,1085.310061,32.52138863,324.8761814,3.007308731,-0.071947674,0.060375173
1822.5,55.45545554,1105.27664,32.73451052,331.0138277,2.99428324,-0.083367303,0.065432506
1823.5,58.7709369,1125.610547,32.75571509,337.2674281,2.994537839,-0.085769793,-0.270067719
1824.5,60.46706104,1146.318539,33.0519787,343.6391732,3.021111981,-0.074147356,-0.029661384
1825.5,63.111523,1167.407499,33.52533882,350.1312949,3.071614762,-0.044209832,0.110565061
1826.5,63.69625003,1188.884434,33.7481029,356.7460676,3.059193093,-0.010824578,0.160373955
1827.5,68.30482988,1210.756484,34.15505001,363.4858082,3.127305637,0.013574738,0.177228255
1828.5,68.9822692,1233.030916,34.99912851,370.3528778,3.231000882,0.020985017,0.182895388
1829.5,68.39394372,1255.715133,35.01640513,377.3496819,3.189500784,0.011952277,0.184799294
1830.5,91.36832944,1278.816675,35.40215534,384.4786715,3.406492167,-0.007782464,0.185438847
1831.5,86.70145063,1302.343219,35.37418705,391.7423438,3.316891703,-0.034334661,-2.244740601
1832.5,86.79580076,1326.302583,35.56272349,399.1432433,3.316047924,-0.059451604,-1.498768211
1833.5,88.77741696,1350.70273,35.98083111,406.6839625,3.342535309,-0.075020989,-0.419484544
1834.5,90.5212983,1375.55177,36.76106097,414.367143,3.437176483,-0.072478094,-0.019337182
1835.5,92.61388732,1400.857961,36.88278973,422.1954762,3.431091533,-0.039124041,-1.66336253
1836.5,107.0790399,1426.629713,37.24729235,430.1717043,3.560612062,0.019892976,-1.06772528
1837.5,107.2231617,1452.875591,37.69980678,438.2986214,3.590574873,0.063824226,-0.264059121
1838.5,110.9912884,1479.604317,38.24210962,446.5790744,3.677349384,0.07564947,0.033355019
1839.5,114.735853,1506.824775,38.51117556,455.0159639,3.680419963,0.061967756,0.134507634
1840.5,122.9164271,1534.546011,38.88776194,463.6122453,3.742445207,0.039534113,0.168542631
1841.5,126.7943459,1562.777238,39.38162317,472.3709299,3.826558744,0.006741682,0.179977936
1842.5,134.2652383,1591.527838,39.61872888,481.2950859,3.856907998,-0.028110027,0.183819296
1843.5,137.2349296,1620.807366,39.65326382,490.3878394,3.853309393,-0.058437566,0.185109659
1844.5,146.0170923,1650.625553,40.04426499,499.6523756,3.976687413,-0.076971062,0.1855431
1845.5,160.4739031,1680.992309,40.66967667,509.0919398,4.154281247,-0.078219109,0.185688705
1846.5,161.9589046,1711.917726,40.97519975,518.7098388,4.138125135,-0.065847845,0.003535562
1847.5,173.9315477,1743.412082,41.61647168,528.5094417,4.301750208,-0.053507781,0.059861508
1848.5,172.660674,1775.485843,42.44947063,538.4941812,4.401966129,-0.041136516,0.140529989
1849.5,179.0134873,1808.149669,42.63396461,548.6675551,4.4428603,-0.028765252,0.170434577
1850.5,188.2971893,1841.414415,43.14236365,559.033127,4.544463776,-0.016440789,0.180745975
1851.5,188.9473101,1812.641691,43.15191371,571.5715188,4.506599718,-0.021900994,0.184312799
1852.5,196.5696209,2017.958792,43.34412933,585.1317128,4.548173377,-0.022712224,0.17954034
1853.5,205.0343782,2010.429149,43.88435963,597.2067084,4.645593816,-0.032837005,0.015887254
1854.5,241.4710874,2003.49854,44.80907906,609.7889385,5.0624187,-0.046690325,-0.014112612
1855.5,243.9077243,1992.57304,44.9570539,620.8449042,5.055876658,-0.055223846,0.112948595
1856.5,260.8928805,2014.438713,45.32147323,630.363965,5.188552235,-0.057610735,0.122255611
1857.5,263.451509,2033.990905,46.01300694,640.2819203,5.28574648,-0.051635711,-0.044823331
1858.5,267.6077703,2051.125846,46.54057729,648.1239126,5.361342808,-0.034771477,0.086287826
1859.5,285.2848882,2079.153212,46.94962615,655.1625586,5.522088206,-0.020512542,0.153503429
1860.5,314.4307083,2095.717761,47.37614023,661.0624675,5.787726355,-0.009935345,0.176769374
1861.5,331.4036247,2136.721579,48.2346867,665.1588808,5.933301365,-0.012057024,0.116236223
1862.5,336.6365241,1916.34624,49.13056212,669.257262,5.94350385,-0.024319085,-0.623799831
1863.5,357.2415719,1916.997535,49.71022253,673.1290102,6.11934725,-0.031510955,-0.258572909
1864.5,383.759646,1918.269413,50.66032473,677.1849363,6.376488797,-0.03856242,0.037999846
1865.5,406.520184,1921.087377,51.9800751,680.9942922,6.643795616,-0.044241033,0.142928868
1866.5,420.4531021,1921.585666,52.74699293,684.6173553,6.765960835,-0.047127141,0.174410474
1867.5,449.1953027,1916.052688,53.94102178,688.4915934,7.119763794,-0.051510906,0.184669175
1868.5,460.2890534,1910.698725,55.28767356,693.5563406,7.325189711,-0.041729339,0.188148666
1869.5,488.4396241,1904.67254,55.83359728,697.4433648,7.571114079,-0.023882268,0.189412365
1870.5,500.8359388,1900.645177,56.99659231,701.7352482,7.762947987,-0.022493816,0.18995084
1871.5,532.2577503,1974.459419,57.57401422,713.8267221,8.019553554,-0.011729412,0.190250397
1872.5,587.5811859,2287.485899,58.18710545,739.7925123,8.487273155,-0.017408025,0.188834316
1873.5,623.3057592,2327.648136,59.62016165,775.9784934,8.932963275,-0.027064788,-0.015830031
1874.5,590.0221812,2354.256216,60.88850035,819.7215684,8.750701465,-0.035442303,0.101375665
1875.5,634.898549,2383.068243,61.4471703,867.5279968,9.090838437,-0.051042889,0.118986332
1876.5,644.7162038,2411.35367,62.60294811,915.7927965,9.266189578,-0.058187957,0.130107324
1877.5,658.9603312,2435.735782,63.64524259,961.8957033,9.510372736,-0.062758929,0.169607247
1878.5,662.4475459,2460.989956,64.71120383,1001.946837,9.597660042,-0.068421941,0.184410743
1879.5,707.8810192,2486.749301,65.90279841,1035.268193,10.09352322,-0.067236297,0.188659304
1880.5,803.7596678,2509.623248,66.6649843,1057.030094,10.93632234,-0.053320574,0.15238703
1881.5,825.3182473,2648.024913,67.70670095,1069.377593,11.29350673,-0.033960247,0.148042519
1882.5,868.2868736,2471.224191,68.57787524,1082.919239,11.7388482,-0.038094402,0.187436202
1883.5,919.3900694,2497.151688,69.1859791,1093.31529,12.25438403,-0.041058514,-0.324594054
1884.5,926.5548868,2508.986068,70.48060515,1102.456038,12.46724553,-0.017860442,-1.815061861
1885.5,932.3926773,2531.633224,71.60546241,1112.197787,12.57026623,-0.032337786,-0.642019714
1886.5,946.6222192,2535.558324,72.58254388,1119.648002,12.68626323,-0.048765203,-0.085245382
1887.5,992.9671993,2535.377123,73.77743063,1128.421078,13.19095522,-0.058889983,-0.025019475
1888.5,1095.757642,2534.110398,75.11035553,1137.859836,14.34215496,-0.062852532,0.135007303
1889.5,1097.120159,2532.312708,75.92960019,1148.134919,14.33482126,-0.064272185,0.185818909
1890.5,1191.992969,2520.270356,77.07862319,1187.252361,15.43278649,-0.060808855,0.070301587
1891.5,1247.575065,2507.988844,77.68229292,1205.060408,16.02679754,-0.035395501,-0.102313757
1892.5,1256.707537,2561.196286,78.54558089,1222.77734,16.30684661,-0.014475115,0.077630856
1893.5,1238.107898,2564.061168,79.81501329,1240.778483,16.21599151,0.001967902,0.186415602
1894.5,1286.676887,2622.209594,81.38345626,1260.063971,16.79657324,0.021765046,0.192842999
1895.5,1362.118796,2641.864587,82.23116014,1277.162714,17.66577431,0.003028742,0.193091045
1896.5,1405.955764,2651.009917,83.00005426,1294.783437,18.15088036,-0.02258742,0.193183461
1897.5,1473.038386,2659.941939,84.39253635,1311.33428,19.01112916,-0.039030437,0.193224412
1898.5,1551.175545,2669.096822,85.36127162,1326.524387,19.98900757,-0.046737127,0.193244382
1899.5,1697.800966,2669.754913,86.70543387,1341.415759,21.64246331,-0.055910271,0.19325204
1900.5,1788.820939,2677.143179,87.61328845,1356.16296,22.66210071,-0.061214471,0.193249677
1901.5,1848.660826,2920.220385,88.39116711,1369.103372,23.51382737,-0.07026281,0.193161684
1902.5,1903.11229,2932.578084,89.26282464,1384.515481,24.16340112,-0.06810993,0.09059744
1903.5,2075.742538,3039.918912,89.89074057,1399.355378,26.0476803,-0.049794842,-0.708727474
1904.5,2107.614101,3137.132745,91.35674943,1415.597756,26.50752099,-0.016503191,-0.26430884
1905.5,2243.726713,3236.03741,92.40132432,1432.563082,28.15802848,-0.031183343,0.077583125
1906.5,2360.91611,3349.10565,93.24998316,1449.951799,29.48689884,-0.007174041,0.174940429
1907.5,2663.744559,3382.273038,94.56080194,1466.751575,32.47930468,-0.020153728,0.06203162
1908.5,2576.958064,3416.650809,95.71237193,1483.124656,31.13285704,-0.012041424,0.125774211
1909.5,2672.675265,3442.615327,96.4666946,1499.100897,32.69101093,-0.028890057,0.191777551
1910.5,2805.96325,3465.07142,97.77187103,1515.944833,34.19279814,-0.041323723,0.191590191
1911.5,2861.986257,3251.843109,98.42938116,1533.705815,34.43465078,-0.059295598,0.191399622
1912.5,3004.722072,3117.85701,99.26614632,1559.234255,35.92235271,-0.066159856,-0.248308447
1913.5,3259.649461,3006.122949,100.6125584,1589.117029,38.0860897,-0.064646599,-0.309431692
1914.5,2973.66654,2965.286448,102.2840587,1621.623061,35.13405679,-0.050949285,0.020398445
1915.5,2942.51981,2922.036651,103.0579197,1656.958176,35.09148718,-0.011198992,0.164137539
1916.5,3170.958207,2930.495173,104.0889435,1693.364385,38.07157453,0.020782209,0.189221758
1917.5,3285.621644,2941.618045,105.4397415,1728.658905,39.75198229,0.041905402,0.190183188
1918.5,3251.813367,2953.675083,106.7459316,1761.607495,39.4249845,0.045680744,0.189976312
1919.5,2861.421008,2972.449133,108.095107,1791.469847,33.93663048,0.013044318,0.189760102
1920.5,3309.21524,2981.094687,109.1336385,1818.808186,37.54682246,-0.017938445,0.189540707
1921.5,2908.96889,3156.185151,109.809348,1843.606981,32.04941278,-0.037111565,0.189318112
1922.5,3092.413999,3127.125618,110.4858104,1867.742389,33.84898547,-0.054615423,0.087704577
1923.5,3516.252425,3156.863354,112.2535641,1893.417388,39.38589959,-0.058593572,0.120937834
1924.5,3555.830056,3179.505679,112.633506,1920.280893,38.98297228,-0.050871282,0.188631211
1925.5,3604.712598,3191.17269,113.6704269,1944.746823,39.41628781,-0.029732488,0.188395742
1926.5,3558.887022,3207.446458,114.5456303,1968.032742,39.55611646,-0.001417425,0.188157062
1927.5,3928.22156,3352.291327,115.74748,1990.269408,42.21370855,0.022279865,0.187915087
1928.5,3943.582919,3364.921444,116.7958666,2010.725377,42.06447172,0.006741682,0.163268495
1929.5,4239.586225,3464.867641,118.0199977,2028.074719,44.73465019,-0.001214617,0.008459436
1930.5,3931.53488,3747.998908,119.6701788,2043.067781,41.51990607,-0.000996209,0.179911958
1931.5,3549.645518,3785.850465,119.9075078,2053.983826,36.63913266,-0.023227044,0.186915284
1932.5,3225.71824,3426.202541,121.4219873,2064.648995,32.25189542,-0.039779265,0.042542621
1933.5,3383.942487,3414.535978,122.3437659,2073.559632,33.93713757,-0.046705926,0.150370915
1934.5,3666.967337,3371.399627,123.9532999,2083.434567,37.30163266,-0.038999236,0.186131287
1935.5,3849.855802,3366.469335,124.8946044,2093.473152,40.09333853,-0.012384637,0.185863535
1936.5,4215.457073,3397.195986,126.4647048,2103.273406,43.12786142,0.045275129,0.185592518
1937.5,4511.311211,3314.552106,127.1823371,2115.583882,46.39105113,0.048566853,0.185318258
1938.5,4255.968439,3324.831062,127.905393,2129.097792,43.01883966,0.038130061,0.185040737
1939.5,4516.84672,3319.548711,129.5013568,2147.484085,45.94885454,0.035228352,0.184759911
1940.5,4882.854452,3274.049486,130.1349943,2167.531925,50.23977106,0.015805622,0.184475834
1941.5,4973.871648,3210.353251,132.2180939,2242.12032,52.14654754,9.58E-05,0.184188586
1942.5,4980.163241,3288.160874,134.7060241,2403.563698,53.32090164,-0.018375262,0.183898094
1943.5,5141.019629,3269.143574,136.6296869,2636.053052,54.13624126,-0.037033562,0.183604376
1944.5,5085.933086,3291.841556,138.9310562,2912.496904,53.07350504,-0.031838567,0.183307382
1945.5,4327.405026,3293.685578,141.022964,3215.873034,46.75690203,0.003543562,0.183007129
1946.5,4742.566944,3601.956519,142.7064022,3522.872151,46.20250369,0.020595002,0.182703595
1947.5,5313.062133,3714.411991,144.7944965,3815.763525,51.87623011,0.066086311,0.182396816
1948.5,5649.648194,3744.290791,147.2720295,4068.702451,54.2400157,0.081655695,0.182086799
1949.5,5551.761022,3782.548133,150.2157149,4264.104068,52.31608638,0.066632331,0.181773502
1950.5,6213.731176,3830.938177,152.2010084,4378.498715,58.2062882,0.032981867,0.181456963
1951.5,6659.606041,4631.084947,155.2719352,4447.58005,60.66323151,-0.011511004,0.181137119
1952.5,6786.099892,4732.664117,160.5733576,4514.631057,61.44989309,-0.013523479,0.180814011
1953.5,6984.021272,4722.234813,165.6818323,4585.338771,62.68709014,-0.02658117,0.180487675
1954.5,7165.186495,4920.19064,170.3710079,4658.918556,63.10483375,-0.026425164,0.180158046
1955.5,7837.469428,5085.59436,174.7404471,4738.573836,69.00315621,0.000875861,0.179825169
1956.5,8395.39109,5299.828735,180.6711175,4819.784587,74.12190737,0.06101612,0.179489006
1957.5,8738.872584,5414.199536,186.0555677,4906.311841,77.62640658,0.116959821,0.179149521
1958.5,9040.53885,5601.462885,188.3855399,5002.815188,78.56142199,0.1243701,0.178806754
1959.5,9541.019563,5400.1783,192.6867573,5106.721646,82.51022592,0.09270091,0.178460757
1960.5,9998.246947,5355.659833,197.2611005,5222.367036,85.80760421,0.071000495,0.178111464
1961.5,10084.92943,5610.847,205.1383413,5570.292269,96.59080752,0.022903889,0.174842591
1962.5,10511.07056,5572.613933,207.2122992,5779.894618,98.59311393,-0.010512566,0.018878478
1963.5,11125.94113,5596.3765,216.1922656,5976.276518,101.6784711,-0.022088201,-0.715813972
1964.5,11702.72338,5563.5569,216.556163,6199.344235,105.4986908,-0.027454803,-0.620300396
1965.5,12246.75033,5677.731033,222.6664157,6465.560236,107.9591805,-0.02445949,-0.29272932
1966.5,12831.8669,5686.360533,226.3106958,6773.507547,110.366455,0.001172273,0.116909652
1967.5,13287.15772,5847.963,232.3331465,7041.513558,109.3551933,0.032888264,-0.076337447
1968.5,14051.66841,5668.8731,235.3354027,7256.009223,113.5595977,0.049627693,0.001120993
1969.5,14883.39681,5656.838367,239.1848516,7435.615436,116.7534789,0.052607404,0.074859218
1970.5,15843.28502,5613.6718,244.4183955,7406.667102,122.867878,0.054541877,0.078910079
1971.5,16527.5501,5150.578033,249.2895331,7327.060018,123.2413271,0.025868,-0.03213341
1972.5,17246.69564,4862.489867,257.2102054,7746.900966,126.7324979,0.024089533,0.049119654
1973.5,18233.00875,4831.153433,260.294725,7935.570129,132.4288265,-0.004677947,0.155228831
1974.5,18132.227,4729.1475,261.8082771,7909.792367,130.5396034,-0.018796477,0.102790661
1975.5,18060.67209,4775.5246,263.0585486,8180.647431,128.1655913,-0.018484466,-0.204969017
1976.5,19035.55633,4837.821633,269.9482097,8409.325613,134.0976169,-0.02313344,0.042795931
1977.5,19657.66065,4954.6904,274.0301524,8640.444045,135.3432378,0.006975691,0.128454013
1978.5,20454.21696,4761.222033,276.3333545,8837.869319,135.834174,0.053091023,0.150663548
1979.5,20999.96016,4589.050767,281.6000656,9123.755918,138.0244007,0.09188968,0.14731143
1980.5,20707.59534,4559.0688,283.3464702,9227.258503,137.3534112,0.084245393,0.109190157
1981.5,20298.59921,4590.867967,279.7894207,9121.12527,133.1699011,0.086788288,0.075737275
1982.5,20071.08667,4610.406533,287.6693154,9494.515703,130.860453,0.04344986,-0.15641584
1983.5,20092.38694,5251.240133,281.6176584,9530.292753,128.9037345,0.041624592,-0.677594526
1984.5,20590.54239,5354.58,285.0030452,9421.16412,130.4163407,-0.009358123,-0.228907835
1985.5,20810.00575,5495.730533,285.6752697,9421.444217,130.7442052,-0.02658117,-0.011715701
1986.5,21196.38264,5607.019,290.8084488,9620.413269,130.7545577,-0.02445949,-0.000146582
1987.5,21774.34096,5554.162167,295.0485147,9977.117278,133.2343341,-0.013585882,0.062169756
1988.5,22475.37858,5551.983433,298.6854951,9722.719932,134.3653495,0.031437409,0.110247934
1989.5,22760.31988,5614.4077,302.1641744,9842.472009,134.4161679,0.093293733,0.142615462
1990.5,22671.23921,5295.479933,305.2725547,9862.303869,133.9791278,0.081858503,0.140795312
1991.5,22683.40316,5998.185967,318.7311921,9968.816852,132.7375512,0.080142439,-0.414818578
1992.5,22521.36802,6167.4723,299.4017955,9990.075747,128.2477768,0.059378059,-1.683576748
1993.5,22695.36268,5667.8996,299.4425141,9915.093855,126.1942302,0.010517024,-0.817084404
1994.5,22866.39317,5510.289033,310.2518368,10121.0314,123.4484152,-0.019061687,-0.081385008
1995.5,23369.59016,5445.6622,305.4095889,10218.83369,121.0821185,-0.024677898,0.085307721
1996.5,23860.59967,5387.4469,307.2912075,10278.76332,119.1142065,-0.036877557,0.145692226
1997.5,24092.17289,8000.636862,331.2889198,10590.22033,119.5500481,-0.02046574,0.166902489
1998.5,24150.38625,5647.810562,315.3326212,10128.40716,117.026167,0.026429621,0.171092583
1999.5,24410.08257,4776.350962,309.4083709,9868.586122,110.8741189,0.060938117,0.17324185
2000.5,25259.64138,4402.238762,310.1868098,9603.187087,111.1486043,0.08603946,0.174582417
2001.5,25493.87142,3524.472129,312.8963787,9722.247312,111.9237249,0.075477863,0.170843036
2002.5,26010.04667,3923.348629,322.2788312,9991.772281,111.2015633,0.080766462,0.176522258
2003.5,27207.37171,3301.819662,328.1242242,10099.78688,115.1038782,0.019393757,0.165150043
2004.5,28629.01552,3804.476395,338.9417722,10354.57088,120.493726,-0.007392449,0.171903289
2005.5,29658.16426,3758.465595,346.3955546,10516.57055,124.9806758,-0.033851043,0.149807853
2006.5,30627.93467,4003.930962,356.4696896,10802.56173,125.8962842,-0.039857268,0.124554113
2007.5,31811.60094,3540.631862,355.0225755,10363.48133,125.087574,-0.051370501,0.121419389
2008.5,32002.12181,2449.088662,360.4917105,10429.68145,122.3606509,-0.053850994,0.133277034
2009.5,31459.23519,2766.155962,364.2003634,10546.74194,117.2593915,-0.053913396,0.106684212
2010.5,32890.3978,3243.438262,370.8962528,10539.817,116.3174481,-0.031760564,0.137987555
2011.5,33917.99126,3348.037995,372.6576832,10446.42833,117.4857589,0.002607527,0.109056913
2012.5,34396.87388,3557.037995,380.8097666,10593.89773,115.6695764,0.016975666,0.138675181
2013.5,35396.3397,3366.371329,381.5943928,10759.04688,114.6481774,0.025243977,0.157671543
2014.5,35615.57673,4015.371329,387.8735392,10866.28352,114.0086622,0.035134748,0.139778363
2015.5,35635.2863,3517.44,388.0727957,10900,100.771167,0.005228425,0.125800527
